"state","year","tanf.adeq","medicaid.incl","snap.incl","tanf.incl","welfare.pc"
1,2002,233.618233618234,1.00693795232048,0.605928315415451,0.160425560123626,0.00116452149414897
2,2002,1087.24674100832,1.87276918500892,0.936232491482343,0.893193221942525,0.00291403121171886
4,2002,439.611486486487,1.08237397528983,0.509877203067971,0.314800593012074,0.00140945201500972
5,2002,292.040465737736,1.19414717233838,0.688860976943259,0.183447336041173,0.00158904572517563
6,2002,750.773993808049,1.63719872788919,0.374603779535837,0.630083379196776,0.00204037491265869
8,2002,439.361527069278,0.78981220024208,0.427247042415122,0.213778995698307,0.00168774979776962
10,2002,413.674934725849,1.65427788432566,0.568586282265277,0.504449706074461,0.00213503098129708
12,2002,380.844645550528,1.00969778262608,0.480039021778714,0.174918676802026,0.00122423742373904
13,2002,378.651280201947,1.04725674917621,0.621581125540903,0.321637651908216,0.0011726337023985
15,2002,608.454312553373,1.26718813669013,0.849878953970549,0.721401791704487,0.000745675001021664
16,2002,390.250399573788,0.90946102870437,0.418273913502467,0.040869495357565,0.001343883348749
17,2002,467.509920634921,1.18150137645829,0.636032087779505,0.256134635363621,0.00170356847787048
18,2002,393.873085339168,1.17982393171317,0.670345088621473,0.636841767392381,0.00105512315578632
19,2002,594.861292124372,0.95291793042345,0.494783633900403,0.584227156930276,0.00131190387912317
20,2002,594.951923076923,0.707622831775957,0.461687446907626,0.353105914681848,0.00135280723738501
21,2002,368.875539703398,0.992948904214396,0.719934740708948,0.387774260233889,0.00190923141858551
22,2002,329.127811300055,0.976892199263427,0.694470823062719,0.179378275087664,0.00131926597903853
23,2002,620.522006141249,2.28256189717374,0.825067180022666,0.657749823178741,0.00185554774116389
24,2002,532.250789354984,1.42899020470552,0.521421307277505,0.413072234029678,0.00188815257792449
25,2002,717.381210338957,1.82496899003127,0.441775027002807,0.609628323110307,0.00140518231063142
26,2002,605.327940917883,1.15298697157477,0.704815784338262,0.513548127552527,0.00138360879916472
27,2002,682.517960998974,1.31208987719679,0.547992261023747,0.67440533911357,0.00236560595933017
28,2002,245.712083253035,1.05363740388716,0.587854992438852,0.187365328563551,0.00118256605253807
29,2002,412.35172283939,1.4276988787717,0.780217943389662,0.494617997947995,0.00189972545706468
30,2002,654.825026511135,0.59054218531821,0.473017674599204,0.345947462560937,0.00199689145263062
31,2002,504.71436494731,1.23843408227703,0.505988880245275,0.43447888091871,0.0021713870631865
32,2002,436.381875940478,0.641905549085171,0.437472292144118,0.319865449748104,0.000819482603846468
33,2002,706.325537592215,1.1239679647732,0.525496336941634,0.610337552742616,0.00257947724232319
34,2002,464.912280701754,1.23809025006232,0.483151827688403,0.446458567841372,0.00207485606903129
35,2002,578.850210970464,1.11836167181541,0.500713317046662,0.354597958016744,0.00117978811235199
36,2002,626.085069444444,1.32354390986221,0.529775246936464,0.441356776500343,0.0029044301116413
